cid,qid,rid,scenario,paradigm,iteration,calcium_min,calcium_max,calories_min,calories_max,caloriesFromFat_min,caloriesFromFat_max,cholesterol_min,cholesterol_max,dietaryFiber_min,dietaryFiber_max,folate_min,folate_max,iron_min,iron_max,magnesium_min,magnesium_max,niacin_min,niacin_max,potassium_min,potassium_max,protein_min,protein_max,saturatedFat_min,saturatedFat_max,sodium_min,sodium_max,sugars_min,sugars_max,thiamin_min,thiamin_max,totalCarbohydrates_min,totalCarbohydrates_max,totalFat_min,totalFat_max,vitaminA_min,vitaminA_max,vitaminB6_min,vitaminB6_max,vitaminC_min,vitaminC_max,rating_min,rating_max,order1,order2,order3
45440.42112,45440,42112,2.4724,EnhancedMAUT,0,,,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45440.44004,45440,44004,2.4724,EnhancedMAUT,0,,,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45440.44082,45440,44082,2.4724,EnhancedMAUT,0,,,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45440.45124,45440,45124,2.4724,EnhancedMAUT,0,,,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45440.45157,45440,45157,2.4724,EnhancedMAUT,0,,,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45440.45170,45440,45170,2.4724,EnhancedMAUT,0,,,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45440.45424,45440,45424,2.4724,EnhancedMAUT,0,,,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45440.45575,45440,45575,2.4724,EnhancedMAUT,0,,,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45440.45592,45440,45592,2.4724,EnhancedMAUT,0,,,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45440.45950,45440,45950,2.4724,EnhancedMAUT,0,,,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45440.45967,45440,45967,2.4724,EnhancedMAUT,0,,,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45440.45975,45440,45975,2.4724,EnhancedMAUT,0,,,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45575.42109,45575,42109,2.4724,EnhancedMAUT,0,500,,550,,75,,100,,20,,1,,10,,150,,10,,1400,,21,,50,,500,,0,,1,,50,,150,,1000,,1,,30,,4,,,,
45575.42112,45575,42112,2.4724,EnhancedMAUT,0,500,,550,,75,,100,,20,,1,,10,,150,,10,,1400,,21,,50,,500,,0,,1,,50,,150,,1000,,1,,30,,4,,,,
45575.44004,45575,44004,2.4724,EnhancedMAUT,0,500,,550,,75,,100,,20,,1,,10,,150,,10,,1400,,21,,50,,500,,0,,1,,50,,150,,1000,,1,,30,,4,,,,
45575.44082,45575,44082,2.4724,EnhancedMAUT,0,500,,550,,75,,100,,20,,1,,10,,150,,10,,1400,,21,,50,,500,,0,,1,,50,,150,,1000,,1,,30,,4,,,,
45575.45124,45575,45124,2.4724,EnhancedMAUT,0,500,,550,,75,,100,,20,,1,,10,,150,,10,,1400,,21,,50,,500,,0,,1,,50,,150,,1000,,1,,30,,4,,,,
45575.45157,45575,45157,2.4724,EnhancedMAUT,0,500,,550,,75,,100,,20,,1,,10,,150,,10,,1400,,21,,50,,500,,0,,1,,50,,150,,1000,,1,,30,,4,,,,
45575.45170,45575,45170,2.4724,EnhancedMAUT,0,500,,550,,75,,100,,20,,1,,10,,150,,10,,1400,,21,,50,,500,,0,,1,,50,,150,,1000,,1,,30,,4,,,,
45575.45424,45575,45424,2.4724,EnhancedMAUT,0,500,,550,,75,,100,,20,,1,,10,,150,,10,,1400,,21,,50,,500,,0,,1,,50,,150,,1000,,1,,30,,4,,,,
45575.45440,45575,45440,2.4724,EnhancedMAUT,0,500,,550,,75,,100,,20,,1,,10,,150,,10,,1400,,21,,50,,500,,0,,1,,50,,150,,1000,,1,,30,,4,,,,
45575.45592,45575,45592,2.4724,EnhancedMAUT,0,500,,550,,75,,100,,20,,1,,10,,150,,10,,1400,,21,,50,,500,,0,,1,,50,,150,,1000,,1,,30,,4,,,,
45575.45950,45575,45950,2.4724,EnhancedMAUT,0,500,,550,,75,,100,,20,,1,,10,,150,,10,,1400,,21,,50,,500,,0,,1,,50,,150,,1000,,1,,30,,4,,,,
45575.45967,45575,45967,2.4724,EnhancedMAUT,0,500,,550,,75,,100,,20,,1,,10,,150,,10,,1400,,21,,50,,500,,0,,1,,50,,150,,1000,,1,,30,,4,,,,
45575.45975,45575,45975,2.4724,EnhancedMAUT,0,500,,550,,75,,100,,20,,1,,10,,150,,10,,1400,,21,,50,,500,,0,,1,,50,,150,,1000,,1,,30,,4,,,,
45592.42109,45592,42109,2.4724,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
45592.42112,45592,42112,2.4724,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
45592.44004,45592,44004,2.4724,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
45592.44082,45592,44082,2.4724,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
45592.45124,45592,45124,2.4724,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
45592.45157,45592,45157,2.4724,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
45592.45170,45592,45170,2.4724,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
45592.45424,45592,45424,2.4724,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
45592.45440,45592,45440,2.4724,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
45592.45575,45592,45575,2.4724,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
45592.45950,45592,45950,2.4724,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
45592.45967,45592,45967,2.4724,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
45592.45975,45592,45975,2.4724,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
45950.42109,45950,42109,2.4724,EnhancedMAUT,0,1500,,,,,,,,,,0.4,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,4,,,,
45950.42112,45950,42112,2.4724,EnhancedMAUT,0,1500,,,,,,,,,,0.4,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,4,,,,
45950.44004,45950,44004,2.4724,EnhancedMAUT,0,1500,,,,,,,,,,0.4,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,4,,,,
45950.44082,45950,44082,2.4724,EnhancedMAUT,0,1500,,,,,,,,,,0.4,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,4,,,,
45950.45124,45950,45124,2.4724,EnhancedMAUT,0,1500,,,,,,,,,,0.4,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,4,,,,
45950.45157,45950,45157,2.4724,EnhancedMAUT,0,1500,,,,,,,,,,0.4,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,4,,,,
45950.45170,45950,45170,2.4724,EnhancedMAUT,0,1500,,,,,,,,,,0.4,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,4,,,,
45950.45424,45950,45424,2.4724,EnhancedMAUT,0,1500,,,,,,,,,,0.4,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,4,,,,
45950.45440,45950,45440,2.4724,EnhancedMAUT,0,1500,,,,,,,,,,0.4,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,4,,,,
45950.45575,45950,45575,2.4724,EnhancedMAUT,0,1500,,,,,,,,,,0.4,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,4,,,,
45950.45592,45950,45592,2.4724,EnhancedMAUT,0,1500,,,,,,,,,,0.4,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,4,,,,
45950.45967,45950,45967,2.4724,EnhancedMAUT,0,1500,,,,,,,,,,0.4,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,4,,,,
45950.45975,45950,45975,2.4724,EnhancedMAUT,0,1500,,,,,,,,,,0.4,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,4,,,,
45967.42109,45967,42109,2.4724,EnhancedMAUT,0,2000,,2500,,,,,,,,,,20,,600,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
45967.42112,45967,42112,2.4724,EnhancedMAUT,0,2000,,2500,,,,,,,,,,20,,600,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
45967.44004,45967,44004,2.4724,EnhancedMAUT,0,2000,,2500,,,,,,,,,,20,,600,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
45967.44082,45967,44082,2.4724,EnhancedMAUT,0,2000,,2500,,,,,,,,,,20,,600,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
45967.45124,45967,45124,2.4724,EnhancedMAUT,0,2000,,2500,,,,,,,,,,20,,600,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
45967.45157,45967,45157,2.4724,EnhancedMAUT,0,2000,,2500,,,,,,,,,,20,,600,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
45967.45170,45967,45170,2.4724,EnhancedMAUT,0,2000,,2500,,,,,,,,,,20,,600,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
45967.45424,45967,45424,2.4724,EnhancedMAUT,0,2000,,2500,,,,,,,,,,20,,600,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
45967.45440,45967,45440,2.4724,EnhancedMAUT,0,2000,,2500,,,,,,,,,,20,,600,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
45967.45575,45967,45575,2.4724,EnhancedMAUT,0,2000,,2500,,,,,,,,,,20,,600,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
45967.45592,45967,45592,2.4724,EnhancedMAUT,0,2000,,2500,,,,,,,,,,20,,600,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
45967.45950,45967,45950,2.4724,EnhancedMAUT,0,2000,,2500,,,,,,,,,,20,,600,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
45967.45975,45967,45975,2.4724,EnhancedMAUT,0,2000,,2500,,,,,,,,,,20,,600,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
45975.42109,45975,42109,2.4724,EnhancedMAUT,0,,,800,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45975.42112,45975,42112,2.4724,EnhancedMAUT,0,,,800,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45975.44004,45975,44004,2.4724,EnhancedMAUT,0,,,800,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45975.44082,45975,44082,2.4724,EnhancedMAUT,0,,,800,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45975.45124,45975,45124,2.4724,EnhancedMAUT,0,,,800,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45975.45157,45975,45157,2.4724,EnhancedMAUT,0,,,800,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45975.45170,45975,45170,2.4724,EnhancedMAUT,0,,,800,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45975.45424,45975,45424,2.4724,EnhancedMAUT,0,,,800,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45975.45440,45975,45440,2.4724,EnhancedMAUT,0,,,800,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45975.45575,45975,45575,2.4724,EnhancedMAUT,0,,,800,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45975.45592,45975,45592,2.4724,EnhancedMAUT,0,,,800,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45975.45950,45975,45950,2.4724,EnhancedMAUT,0,,,800,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45975.45967,45975,45967,2.4724,EnhancedMAUT,0,,,800,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44717.40944,44717,40944,3.3441,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,
44717.45557,44717,45557,3.3441,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,
44717.45579,44717,45579,3.3441,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,
44717.45594,44717,45594,3.3441,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,
45557.40944,45557,40944,3.3441,EnhancedMAUT,0,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45557.44717,45557,44717,3.3441,EnhancedMAUT,0,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45557.45579,45557,45579,3.3441,EnhancedMAUT,0,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45557.45594,45557,45594,3.3441,EnhancedMAUT,0,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45579.40944,45579,40944,3.3441,EnhancedMAUT,0,,,,,,,,,,,,,,,,,16,,4700,,,,,,,,,,1.5,,,,,,,,2,,,,4,,,,
45579.44717,45579,44717,3.3441,EnhancedMAUT,0,,,,,,,,,,,,,,,,,16,,4700,,,,,,,,,,1.5,,,,,,,,2,,,,4,,,,
45579.45557,45579,45557,3.3441,EnhancedMAUT,0,,,,,,,,,,,,,,,,,16,,4700,,,,,,,,,,1.5,,,,,,,,2,,,,4,,,,
45579.45594,45579,45594,3.3441,EnhancedMAUT,0,,,,,,,,,,,,,,,,,16,,4700,,,,,,,,,,1.5,,,,,,,,2,,,,4,,,,
42105.42114,42105,42114,3.6108,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,
41867.41069,41867,41069,3.732,EnhancedMAUT,0,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,1.3,,,,,,,,2,,,,,,,,
40824.40819,40824,40819,4.3002,EnhancedMAUT,0,,,1800,,,,,,,,0.5,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,120,,,,,,
40824.43317,40824,43317,4.3002,EnhancedMAUT,0,,,1800,,,,,,,,0.5,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,120,,,,,,
40824.43335,40824,43335,4.3002,EnhancedMAUT,0,,,1800,,,,,,,,0.5,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,120,,,,,,
40824.43495,40824,43495,4.3002,EnhancedMAUT,0,,,1800,,,,,,,,0.5,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,120,,,,,,
40824.43725,40824,43725,4.3002,EnhancedMAUT,0,,,1800,,,,,,,,0.5,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,120,,,,,,
40824.44914,40824,44914,4.3002,EnhancedMAUT,0,,,1800,,,,,,,,0.5,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,120,,,,,,
43495.40819,43495,40819,4.3002,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,
43495.40824,43495,40824,4.3002,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,
43495.43317,43495,43317,4.3002,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,
43495.43335,43495,43335,4.3002,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,
43495.43725,43495,43725,4.3002,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,
43495.44914,43495,44914,4.3002,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,
45444.45427,45444,45427,4.3821,EnhancedMAUT,0,,,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45444.45437,45444,45437,4.3821,EnhancedMAUT,0,,,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45444.45577,45444,45577,4.3821,EnhancedMAUT,0,,,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45577.45427,45577,45427,4.3821,EnhancedMAUT,0,,,1200,,,,,,,,,,,,1,,,,,,,,,,,,,,2.0,,,,,,,,,,150,,,,,,
45577.45437,45577,45437,4.3821,EnhancedMAUT,0,,,1200,,,,,,,,,,,,1,,,,,,,,,,,,,,2.0,,,,,,,,,,150,,,,,,
45577.45444,45577,45444,4.3821,EnhancedMAUT,0,,,1200,,,,,,,,,,,,1,,,,,,,,,,,,,,2.0,,,,,,,,,,150,,,,,,
46317.40709,46317,40709,5.4745,EnhancedMAUT,0,400,,,,,,,,,,.2,,3,,150,,,,,,15,,,,,,,,,,,,,,,,,,30,,3.5,,,,
46317.40724,46317,40724,5.4745,EnhancedMAUT,0,400,,,,,,,,,,.2,,3,,150,,,,,,15,,,,,,,,,,,,,,,,,,30,,3.5,,,,
46317.40765,46317,40765,5.4745,EnhancedMAUT,0,400,,,,,,,,,,.2,,3,,150,,,,,,15,,,,,,,,,,,,,,,,,,30,,3.5,,,,
42330.42290,42330,42290,6.2360,EnhancedMAUT,0,1000.0,,2500.0,,100,,300.0,,38.0,,0.4,,8.0,,400.0,,19.0,,4700.0,,56.0,,,,750.0,,,,1.5,,130.0,,,,3000.0,,1.3,,90.0,,4,,,,
42110.42107,42110,42107,6.2876,EnhancedMAUT,0,,,,,,,,,,,0.4,,,,,,,,,,60,,,,750,,,,,,,,,,,,,,,,5,,,,
42110.42135,42110,42135,6.2876,EnhancedMAUT,0,,,,,,,,,,,0.4,,,,,,,,,,60,,,,750,,,,,,,,,,,,,,,,5,,,,
42110.44892,42110,44892,6.2876,EnhancedMAUT,0,,,,,,,,,,,0.4,,,,,,,,,,60,,,,750,,,,,,,,,,,,,,,,5,,,,
42110.44920,42110,44920,6.2876,EnhancedMAUT,0,,,,,,,,,,,0.4,,,,,,,,,,60,,,,750,,,,,,,,,,,,,,,,5,,,,
42110.45037,42110,45037,6.2876,EnhancedMAUT,0,,,,,,,,,,,0.4,,,,,,,,,,60,,,,750,,,,,,,,,,,,,,,,5,,,,
42110.45062,42110,45062,6.2876,EnhancedMAUT,0,,,,,,,,,,,0.4,,,,,,,,,,60,,,,750,,,,,,,,,,,,,,,,5,,,,
45037.42107,45037,42107,6.2876,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,
45037.42110,45037,42110,6.2876,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,
45037.42135,45037,42135,6.2876,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,
45037.44892,45037,44892,6.2876,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,
45037.44920,45037,44920,6.2876,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,
45037.45062,45037,45062,6.2876,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,
45062.42107,45062,42107,6.2876,EnhancedMAUT,0,,,2500.0,,,,,,7.6,,,,,,,,,,,,,,,,150.0,,200,,,,,,,,,,,,,,,,,,
45062.42110,45062,42110,6.2876,EnhancedMAUT,0,,,2500.0,,,,,,7.6,,,,,,,,,,,,,,,,150.0,,200,,,,,,,,,,,,,,,,,,
45062.42135,45062,42135,6.2876,EnhancedMAUT,0,,,2500.0,,,,,,7.6,,,,,,,,,,,,,,,,150.0,,200,,,,,,,,,,,,,,,,,,
45062.44892,45062,44892,6.2876,EnhancedMAUT,0,,,2500.0,,,,,,7.6,,,,,,,,,,,,,,,,150.0,,200,,,,,,,,,,,,,,,,,,
45062.44920,45062,44920,6.2876,EnhancedMAUT,0,,,2500.0,,,,,,7.6,,,,,,,,,,,,,,,,150.0,,200,,,,,,,,,,,,,,,,,,
45062.45037,45062,45037,6.2876,EnhancedMAUT,0,,,2500.0,,,,,,7.6,,,,,,,,,,,,,,,,150.0,,200,,,,,,,,,,,,,,,,,,
41067.41010,41067,41010,6.6551,EnhancedMAUT,0,1000,,,,,,,,,,.4,,,,,,19,,,,,,,,750,,,,,,,,,,,,,,,,5,,,,
43502.40720,43502,40720,7.4675,EnhancedMAUT,0,,,,,,,,,,,0.6,,,,,,18,,,,61,,,,,,,,1.5,,,,,,4000,,,,100,,,,,,
43502.43339,43502,43339,7.4675,EnhancedMAUT,0,,,,,,,,,,,0.6,,,,,,18,,,,61,,,,,,,,1.5,,,,,,4000,,,,100,,,,,,
43502.44747,43502,44747,7.4675,EnhancedMAUT,0,,,,,,,,,,,0.6,,,,,,18,,,,61,,,,,,,,1.5,,,,,,4000,,,,100,,,,,,
43502.45035,43502,45035,7.4675,EnhancedMAUT,0,,,,,,,,,,,0.6,,,,,,18,,,,61,,,,,,,,1.5,,,,,,4000,,,,100,,,,,,
43502.45712,43502,45712,7.4675,EnhancedMAUT,0,,,,,,,,,,,0.6,,,,,,18,,,,61,,,,,,,,1.5,,,,,,4000,,,,100,,,,,,
43502.45939,43502,45939,7.4675,EnhancedMAUT,0,,,,,,,,,,,0.6,,,,,,18,,,,61,,,,,,,,1.5,,,,,,4000,,,,100,,,,,,
45035.40720,45035,40720,7.4675,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,
45035.43339,45035,43339,7.4675,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,
45035.43502,45035,43502,7.4675,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,
45035.44747,45035,44747,7.4675,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,
45035.45712,45035,45712,7.4675,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,
45035.45939,45035,45939,7.4675,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,
45939.40720,45939,40720,7.4675,EnhancedMAUT,0,1000,,2000,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,4000,,,,100,,4,,,,
45939.43339,45939,43339,7.4675,EnhancedMAUT,0,1000,,2000,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,4000,,,,100,,4,,,,
45939.43502,45939,43502,7.4675,EnhancedMAUT,0,1000,,2000,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,4000,,,,100,,4,,,,
45939.44747,45939,44747,7.4675,EnhancedMAUT,0,1000,,2000,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,4000,,,,100,,4,,,,
45939.45035,45939,45035,7.4675,EnhancedMAUT,0,1000,,2000,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,4000,,,,100,,4,,,,
45939.45712,45939,45712,7.4675,EnhancedMAUT,0,1000,,2000,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,4000,,,,100,,4,,,,
41017.41012,41017,41012,7.5582,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,,,,100,,,,,,
41055.41015,41055,41015,8.5668,EnhancedMAUT,0,,,,,,,,,,,0.4,,,,800.0,,38.0,,,,,,,,,,,,,,,,,,6000.0,,2.6,,,,,,,,
41055.41065,41055,41065,8.5668,EnhancedMAUT,0,,,,,,,,,,,0.4,,,,800.0,,38.0,,,,,,,,,,,,,,,,,,6000.0,,2.6,,,,,,,,
41055.41869,41055,41869,8.5668,EnhancedMAUT,0,,,,,,,,,,,0.4,,,,800.0,,38.0,,,,,,,,,,,,,,,,,,6000.0,,2.6,,,,,,,,
41055.41990,41055,41990,8.5668,EnhancedMAUT,0,,,,,,,,,,,0.4,,,,800.0,,38.0,,,,,,,,,,,,,,,,,,6000.0,,2.6,,,,,,,,
41065.41015,41065,41015,8.5668,EnhancedMAUT,0,,,600,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
41065.41055,41065,41055,8.5668,EnhancedMAUT,0,,,600,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
41065.41869,41065,41869,8.5668,EnhancedMAUT,0,,,600,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
41065.41990,41065,41990,8.5668,EnhancedMAUT,0,,,600,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
43319.41965,43319,41965,9.626,EnhancedMAUT,0,1400.0,,1500.0,,,,,,,,,,,,,,11.25,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
43319.42844,43319,42844,9.626,EnhancedMAUT,0,1400.0,,1500.0,,,,,,,,,,,,,,11.25,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
43319.43337,43319,43337,9.626,EnhancedMAUT,0,1400.0,,1500.0,,,,,,,,,,,,,,11.25,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
43319.43727,43319,43727,9.626,EnhancedMAUT,0,1400.0,,1500.0,,,,,,,,,,,,,,11.25,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
43319.43745,43319,43745,9.626,EnhancedMAUT,0,1400.0,,1500.0,,,,,,,,,,,,,,11.25,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
43319.43800,43319,43800,9.626,EnhancedMAUT,0,1400.0,,1500.0,,,,,,,,,,,,,,11.25,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
43319.44890,43319,44890,9.626,EnhancedMAUT,0,1400.0,,1500.0,,,,,,,,,,,,,,11.25,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
43319.44910,43319,44910,9.626,EnhancedMAUT,0,1400.0,,1500.0,,,,,,,,,,,,,,11.25,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
43319.45059,43319,45059,9.626,EnhancedMAUT,0,1400.0,,1500.0,,,,,,,,,,,,,,11.25,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
